4.967648682809687521e+00,5.391408723337448805e+00,5.820523305530879377e+00,6.715382582143059942e+00,6.140176429862191476e+00,5.949983370013354644e+00,5.521606966598170629e+00,5.537181918524518132e+00,4.692136812251850309e+00,5.072908126269967788e+00
5.574301747624166303e+00,5.974211013577133578e+00,5.429996183521221376e+00,5.839460823401465106e+00,5.123717138049985742e+00,4.482826123547185126e+00,4.426442809738069251e+00,3.837164164934875110e+00,3.558544152521865733e+00,3.968462032406201878e+00
5.582249112586604056e+00,5.845179931612641155e+00,6.168632600051455306e+00,5.932417612279900609e+00,4.609702507386380432e+00,5.489984676769401162e+00,4.555099628154415825e+00,4.978287635759587104e+00,4.858903112268442293e+00,4.371623239109499792e+00
5.270120552305231243e+00,6.609339341828762926e+00,6.137458364993579885e+00,6.908443310709406759e+00,7.415620082881785535e+00,7.618790007500744643e+00,7.305853995042958182e+00,6.874884454750041840e+00,7.190943494373981615e+00,7.332515929028595281e+00
4.903770899760267810e+00,5.534947844666919359e+00,5.836621982178344936e+00,5.706378635927959131e+00,5.615342064731463800e+00,5.537757143532851423e+00,4.767525383378158566e+00,3.775618253043789618e+00,4.505628045454488806e+00,4.394972387039688400e+00
5.954293126332792951e+00,5.997630427907510331e+00,6.813138413521340198e+00,7.175626472787159038e+00,6.215104230856618450e+00,5.512483512849779110e+00,5.047531410622923431e+00,4.569264009861742970e+00,4.310513766635114763e+00,4.317011669295086840e+00
5.653214681725538426e+00,7.197493767629548955e+00,7.767408824919132648e+00,7.886841539290539771e+00,7.441081732729443843e+00,7.185694173149759223e+00,7.082506668354463741e+00,7.150657275487682263e+00,7.175146644803213292e+00,6.347435613159585266e+00
5.214130816971759508e+00,5.917379131055884756e+00,6.720395887210776742e+00,7.264703388449720300e+00,6.730027417592609140e+00,7.377820396274080927e+00,7.167710683014121287e+00,6.099861541933301545e+00,6.795362395575341274e+00,6.805852121133330712e+00
5.299081628605816441e+00,5.456986483008447131e+00,5.817951432387379995e+00,6.635918728290675972e+00,6.145772128118218269e+00,5.768611491408225156e+00,5.114700612813579461e+00,4.461181009684213272e+00,4.771959742727217346e+00,4.208796644522801778e+00
6.250912060540986914e+00,6.361637555836817448e+00,6.924124725601359387e+00,7.396974956140526025e+00,6.904467647053943224e+00,7.095474080681867690e+00,6.146748139082878204e+00,5.468607414362511854e+00,5.430994098028019579e+00,6.267292445232717668e+00
5.287985973294788700e+00,5.915332421497670801e+00,6.380280630005851883e+00,6.002244600767999927e+00,5.727926210310907429e+00,4.785968543059117231e+00,5.252486004029877087e+00,4.632786213808374853e+00,4.985647396516204033e+00,4.991840912825041165e+00
5.043666362762451172e+00,5.301368713378906250e+00,5.953511714935302734e+00,5.777803897857666016e+00,6.574865818023681641e+00,5.595293045043945312e+00,5.298794269561767578e+00,6.257988452911376953e+00,5.676177024841308594e+00,6.337206840515136719e+00
5.559074388750783413e+00,5.337101229350723841e+00,5.633730746297466396e+00,5.934120343333972869e+00,5.364846363674185881e+00,4.745834942717246818e+00,4.616369268120783076e+00,3.405923970403615275e+00,3.374786883994519648e+00,3.293540666407636319e+00
4.423863660368202666e+00,5.013302169793491636e+00,5.006643236313455425e+00,4.838996430005275684e+00,4.871007500400407864e+00,5.332290380298126742e+00,5.266955538270081227e+00,5.742895196737858754e+00,5.680273940116981279e+00,5.588324523241639419e+00
5.971000881512546599e+00,6.239475173135158315e+00,6.695783490833952634e+00,7.268405297414352262e+00,6.786275585439311975e+00,5.837009413447490580e+00,5.448209693758439442e+00,5.928651465413070198e+00,6.539316090731686515e+00,6.993214119163593701e+00
5.987610010867746801e+00,6.446214908478617112e+00,6.444154175404882778e+00,6.762809579345326227e+00,5.976475357641271913e+00,6.016251744880903196e+00,4.959815505268572622e+00,5.742090765909201089e+00,5.318186084518960577e+00,5.461290796173276618e+00
4.235809472864081826e+00,3.638983596002582921e+00,4.024777875526202919e+00,4.927727421716286749e+00,3.705014016973093405e+00,3.511979950490322633e+00,4.013246016760073864e+00,5.292178388611847417e+00,5.495164417910097576e+00,4.801974061665626792e+00
5.189225344914103921e+00,6.128879889743611642e+00,6.622393817823425621e+00,7.530029725493415427e+00,5.882612851514759100e+00,5.759581986202379156e+00,6.343262574244379337e+00,5.999539820812981539e+00,5.879563009858797429e+00,5.757825367154671525e+00
5.923715861460570942e+00,6.108396255625216043e+00,5.398526329121889233e+00,5.920476973904908569e+00,5.440750618032188513e+00,4.522938722280136048e+00,4.024598731995326695e+00,4.006724689544560292e+00,4.219600955885751681e+00,3.536524181713467385e+00
5.081467238761740113e+00,5.737678303055095519e+00,6.238518781919204947e+00,6.927490318218545440e+00,6.642662171246893621e+00,5.855046138003846323e+00,6.239965537531158901e+00,6.323343590957662741e+00,5.798885909309737130e+00,5.125249156257042138e+00
5.542274287521713916e+00,5.210089840352602586e+00,5.428731519325085131e+00,5.420156946690926958e+00,5.090152828665780227e+00,4.897928144818577856e+00,4.405803648060193645e+00,4.223868209902447823e+00,3.719277236978816070e+00,4.068869562171833820e+00
7.046587093203531715e+00,6.788140538869027019e+00,7.825622997056955299e+00,7.535541124163379401e+00,7.628225149251223414e+00,6.701243817520410317e+00,6.494848632735966021e+00,5.483955483951000076e+00,4.864879438302275538e+00,3.889641417214796171e+00
7.003588259434406105e+00,6.248975718556411429e+00,6.598526524952154304e+00,6.994217667532705462e+00,6.606687680835745979e+00,6.010065055772246367e+00,5.252539295602726810e+00,4.091141906891448521e+00,4.012887728301842927e+00,3.708025422985318009e+00
5.366569790831744236e+00,5.645924047579085503e+00,5.981247624443506439e+00,6.439988349747125085e+00,5.833429772158331694e+00,5.956735463725950197e+00,5.725381811249587116e+00,6.390378522312949450e+00,6.236373541735004800e+00,6.004127641651517244e+00
5.423408259830669209e+00,6.484929146238352260e+00,7.178685662794260125e+00,7.048543598771358276e+00,6.347560408016233779e+00,6.365124387810708662e+00,5.781672298694478407e+00,5.249090254214012319e+00,5.450859956701615161e+00,6.073053025108754888e+00
4.834408316305848885e+00,5.100500257111036717e+00,5.698631831633975686e+00,5.826198795397484531e+00,5.410713637830545153e+00,5.220809681315031980e+00,5.196644549355800002e+00,4.501418397182550990e+00,3.400591134147228356e+00,3.375156301283336990e+00
4.991767746986204735e+00,6.256658603066902025e+00,5.571536456603596754e+00,6.025803203598391278e+00,6.335689659171222843e+00,5.909332794467130334e+00,5.947780981344354068e+00,4.601095911409757377e+00,4.011414854587670220e+00,4.728395867408756281e+00
5.214014366625083774e+00,5.002539620372340679e+00,5.649374140501828734e+00,6.119430656578264127e+00,5.728666649641261266e+00,5.404567646338215070e+00,4.943413865526724571e+00,4.399984715577117456e+00,4.074280377463559866e+00,4.144698741291303890e+00
5.816517667335443065e+00,5.336537740108691530e+00,6.161018908833153951e+00,6.657843821302550147e+00,6.188843952481506427e+00,5.973149373137418117e+00,5.678339631066767090e+00,6.015303398362459752e+00,6.325418072978519213e+00,6.451312770801041374e+00
5.486146242042963195e+00,6.427546087734835822e+00,7.655068202881532891e+00,8.111629930356084373e+00,8.793137280135825407e+00,9.479747687039509429e+00,9.191721557375194251e+00,9.844982723795059343e+00,9.976162659224604212e+00,1.029013722157490562e+01
5.367040026607083014e+00,5.065496862739863104e+00,5.845981470297194171e+00,5.780442937673931247e+00,5.679641664878925411e+00,4.623752121627043188e+00,4.258615801876042717e+00,4.199130881014135674e+00,3.539240360950044018e+00,3.392501524004129188e+00
5.592142559307751171e+00,5.967512100086862503e+00,6.879568591575949910e+00,7.299505114766076552e+00,7.278193696498074239e+00,6.786004807493024593e+00,5.758596404899129162e+00,5.870515665662458638e+00,6.215149761747693624e+00,5.751685410959094469e+00
5.109041213989257812e+00,5.423050880432128906e+00,5.696682929992675781e+00,5.511485576629638672e+00,5.413531303405761719e+00,5.346786975860595703e+00,5.430629253387451172e+00,5.409653663635253906e+00,5.126491069793701172e+00,4.818819522857666016e+00
4.929749727297466855e+00,5.568785362833009955e+00,6.499450471657080008e+00,6.482912251114274937e+00,6.168988148331905563e+00,6.115249128537611156e+00,5.409324079650319916e+00,5.089678193829382913e+00,5.198727785311211491e+00,5.477495330647331961e+00
5.643644261443018451e+00,7.026007329413084257e+00,7.435289073164536688e+00,8.448789358332573940e+00,7.953473877560169214e+00,7.189804770782324717e+00,6.151850978883760312e+00,6.208992802116907406e+00,6.640992583805469529e+00,6.953078831465612453e+00
5.608638180363863412e+00,5.823085854831155039e+00,6.024153294309742890e+00,5.504691171438594210e+00,6.228798305125010870e+00,7.136856442063860051e+00,6.699956715755844172e+00,5.917216317636230016e+00,5.520113610247574520e+00,5.446311233595638512e+00
5.520002568427019973e+00,5.653739117066824527e+00,5.641250932442873456e+00,6.058799215004419203e+00,5.318991234798219558e+00,4.873655198359387875e+00,5.218618453244500799e+00,5.112282677689861998e+00,5.024934329516110409e+00,4.629217465914382323e+00
5.982478293102872158e+00,6.074758804312010874e+00,6.540803977164796557e+00,5.999115440513145714e+00,5.105556681970623956e+00,4.436069196802743697e+00,4.364247130185229473e+00,4.310495316762872342e+00,3.838682984886424343e+00,4.105753487503130295e+00
5.379927437359057762e+00,5.762925523725357380e+00,5.872366385666896171e+00,6.303875626553518075e+00,5.890525594148256161e+00,6.580563045125612298e+00,6.253198042938601375e+00,6.084041824888757333e+00,6.652298319986819308e+00,6.874190639740973552e+00
4.331207522519177289e+00,5.146856739461442842e+00,6.329026784664470995e+00,5.795511224041292486e+00,5.978451917443562635e+00,6.771141494314749210e+00,6.324601448248177604e+00,6.146287554014729260e+00,6.012289367053835321e+00,6.184746532942567931e+00
4.826930141081716030e+00,4.946552008608533058e+00,5.241398911070104027e+00,5.603266039119071174e+00,5.170414089804949320e+00,5.771599799505621853e+00,5.445840427848282594e+00,5.400105290257679158e+00,4.559095385761635200e+00,5.039995844658752944e+00
6.106121359107236302e+00,6.830507805619037143e+00,6.717355074960934758e+00,7.046027357016787285e+00,6.832446344092045543e+00,6.514376318935405585e+00,5.628544929579089029e+00,6.028925156499409965e+00,6.479522041043310310e+00,6.736858626535584094e+00
5.283571079868372600e+00,6.056603912626539632e+00,6.766926238595834420e+00,7.085894651653608101e+00,6.688339004287632505e+00,6.443891590850506113e+00,6.808663674793283604e+00,6.506889521570311530e+00,6.234549375303858554e+00,6.635223909412845344e+00
6.471486683786866756e+00,5.821510476690434643e+00,5.926491667439943711e+00,6.430271378298108687e+00,6.325999968903355253e+00,6.407261980215444019e+00,5.856572750834202701e+00,5.515505007848796382e+00,3.857982397030720101e+00,3.590447452788017912e+00
4.909566842722363766e+00,5.453079396584841199e+00,5.395326292293280090e+00,6.231509687106353113e+00,6.035187147676312591e+00,5.987805121207489201e+00,6.284553185710312739e+00,6.109312658092442838e+00,5.473629205595867298e+00,5.409193276243070336e+00
5.270649690417535282e+00,4.988818199060762737e+00,5.879541846927691218e+00,6.845910399873569752e+00,5.788156786887705074e+00,5.569797326913640489e+00,5.387099150529953029e+00,5.285679257712414980e+00,5.503581449478542886e+00,6.022350412847126577e+00
5.214989450406450011e+00,5.353089544879042094e+00,6.238914663559312679e+00,5.956650910739942795e+00,6.083848035731094228e+00,6.040932565289609535e+00,5.684467191731087610e+00,4.836552236983946429e+00,4.564334848073881901e+00,3.541097458563888800e+00
4.906886402891938559e+00,5.782530702378829268e+00,6.199379811915614269e+00,7.284176453228850434e+00,7.544881865008896682e+00,7.998748500336460232e+00,7.955017279589839951e+00,7.762899951365371365e+00,8.484232641409167996e+00,8.975660235398795095e+00
5.210246042289077728e+00,4.969704877511465391e+00,5.253486343241268841e+00,4.454534455533103454e+00,4.013327333567404231e+00,4.700670836460386859e+00,4.494170636768705762e+00,4.203314485351716812e+00,3.538668140118654826e+00,3.538828578141075099e+00
4.774047125912619371e+00,5.583476617948496035e+00,5.827779799369111835e+00,6.171037923350363386e+00,5.772125692476113734e+00,5.998055553269955098e+00,5.599865452258805831e+00,5.574519517430828408e+00,5.793959361201862279e+00,6.205629800966454113e+00
5.409815028439878049e+00,6.259687848735385529e+00,7.972436068391723474e+00,8.688814080270176987e+00,8.605526891371120257e+00,7.553846406232008981e+00,7.553258114462154893e+00,7.606593921307296391e+00,7.152117041263077901e+00,7.491106715442827912e+00
6.246881254044221343e+00,6.996720128988294540e+00,8.572764532497808787e+00,9.032927623319746857e+00,8.977459786569971456e+00,7.956052882870659815e+00,7.178216221773302763e+00,7.886348715090809591e+00,7.859598642053924777e+00,8.035465175411694361e+00
5.699363710408342776e+00,6.293812366798503533e+00,6.592845194316229396e+00,7.325979020828048860e+00,6.394822643991359357e+00,6.397188766629390955e+00,6.293948033417393617e+00,7.077861469365095637e+00,7.208188652708024335e+00,7.602296512610090318e+00
5.498824750081606538e+00,5.503104415754249246e+00,5.573572539796737502e+00,5.694799449831339011e+00,5.419153622728227759e+00,5.600533180427015978e+00,5.835223343370050664e+00,5.390466174023743839e+00,5.451998546494730036e+00,5.793480132312674336e+00
6.287139572659102171e+00,7.196488527258456003e+00,8.174864935714321490e+00,8.308462657191491019e+00,7.177001427198541172e+00,7.573579367372664350e+00,7.664935024858490209e+00,6.978602996443085793e+00,6.809311482800803006e+00,6.568006677682156180e+00
5.192402140060822902e+00,6.232772132376952712e+00,6.809702101386577056e+00,6.541420021634028359e+00,6.641779247831521182e+00,7.521742095673450201e+00,6.871285185137704588e+00,7.611481905982222074e+00,7.025689895356639347e+00,7.312492221749824495e+00
5.286942272047947533e+00,5.032345937552034520e+00,5.172666539818557396e+00,5.979842492966297662e+00,5.751043903639295962e+00,5.171210448636983870e+00,5.597410939075712299e+00,5.166618503693396924e+00,4.857156185472295107e+00,4.784471741318631288e+00
6.161876095612418780e+00,6.283184683109014124e+00,6.335618238850484474e+00,6.133930291827295989e+00,5.955771860361910974e+00,5.817111050611471157e+00,6.232125163105367349e+00,5.101119238159615321e+00,4.527993778257893176e+00,5.113151191147053076e+00
4.800353921845173844e+00,5.616356947189112603e+00,5.982843448085628069e+00,5.648325300807971239e+00,5.215522438156694918e+00,4.724598963088133097e+00,3.970329276719419820e+00,3.929413003411380778e+00,3.609798225850332276e+00,3.428629362995081920e+00
5.161873030025891929e+00,5.963380562642259797e+00,6.781438749797042753e+00,7.466821675521076784e+00,6.400369329829612930e+00,6.830063782841745201e+00,6.270299859387830743e+00,5.870979535904816693e+00,5.792906036907352174e+00,6.573494473132232230e+00
5.570774555206298828e+00,5.694904327392578125e+00,5.797395229339599609e+00,5.213033676147460938e+00,4.924211502075195312e+00,4.476781368255615234e+00,4.931704521179199219e+00,4.956319332122802734e+00,4.029207229614257812e+00,4.350988864898681641e+00
6.267476013342669461e+00,6.948109434700311837e+00,7.681397878211567054e+00,7.725549843556249741e+00,7.722235133807135554e+00,7.691838938703229545e+00,7.773233954170800430e+00,6.968210439146835355e+00,7.333189087323151334e+00,6.860662574007311498e+00
5.532780568043327740e+00,5.476161425684236583e+00,5.649989536434791404e+00,6.034607764317712508e+00,5.900372196259477953e+00,6.386515163224495417e+00,6.813944133733516040e+00,6.077322381017691733e+00,5.538712269183593051e+00,6.490057721671053770e+00
4.859132958419140280e+00,5.093467135069297491e+00,5.094988512169888573e+00,4.430983198372670628e+00,4.433815501485373289e+00,3.885037047009631372e+00,3.998386442237365390e+00,4.300141533951770789e+00,3.529116802912836359e+00,4.347267728455848079e+00
6.026811073197551494e+00,6.374731768249175090e+00,6.998097683785701406e+00,7.037758306539684483e+00,6.474098554966224661e+00,6.706406263458744021e+00,6.493956332027789990e+00,6.457190921225183011e+00,6.640168592557099458e+00,7.075077278811864545e+00
5.904872794967603866e+00,6.008288847075495376e+00,6.463494414685077238e+00,6.356994642445084054e+00,6.317615004493086772e+00,5.951267183359557400e+00,6.376499147745174234e+00,6.705471417280237212e+00,6.885718806998668562e+00,6.743090432481006147e+00
5.738843271938926627e+00,6.222319631548151264e+00,6.362400231085798552e+00,6.285598729701290743e+00,6.397618602682065614e+00,6.582490994811555751e+00,6.628127282338419413e+00,7.466976833214317821e+00,7.513337101168081844e+00,8.134896269804412938e+00
5.814935315428254370e+00,5.930441045841893022e+00,7.197901736981974885e+00,6.612970762274622771e+00,7.157279178997026037e+00,6.984958959746572660e+00,6.410413935519290618e+00,6.436150515761246638e+00,5.775144210210584106e+00,5.671350219086959576e+00
